highlight_uid,highlight_name,highlight_type,highlight_author,app_name,APPL #1,APPL #2,APPL #3,APPL #4,app_code_list,manual_highlight_description,highlight_description,manual_image_url,image_url,video_url,main_link,article_links,tech_previous_work_description,tech_previous_work_url,tech_recommendation,tech_impact,notes,related_highlights,tech_external_url,partner_suricata_link,related_highlights,related_highlights,new image,Please write your initials on column F before starting to fill out new entries
IMP076,Encrypted Distributed Apps,implementation,nlg,Prevention and Reactive Transparency,PREVPROT,,,,PREVPROT,,,,,,,,,,,,,,,,,,,
IMP130,evian 100% Recycled Plastic Bottles,implementation,jgp,"Recycle 
Rethink packages
Waste based products",RECYCLES,RETHPACK,WASTBASE,,"RECYCLES,RETHPACK,WASTBASE",,,http://www.climateaction.org/images/uploads/articles/evian.PNG,http://www.climateaction.org/images/uploads/articles/evian.PNG,,http://www.climateaction.org/news/evian-will-use-100-recycled-plastic-bottles-by-2025,,,,,,,,,,,,,http://www.climateaction.org/images/uploads/articles/evian.PNG
IMP123,Reciclaya,implementation,jgp,Recycle ,RECYCLES,,,,RECYCLES,,,https://www.storemagazine.pt/media/k2/items/cache/41f613839a34208738516970b956ff38_XL.jpg,https://www.storemagazine.pt/media/k2/items/cache/41f613839a34208738516970b956ff38_XL.jpg,,https://www.storemagazine.pt/tecnologia/item/3830-reciclaya-%C3%A9-a-nova-app-do-carrefour-em-palma-de-maiorca.html?utm_source=dlvr.it&utm_medium=twitter,,,,,,,,,,,,,https://www.storemagazine.pt/media/k2/items/cache/41f613839a34208738516970b956ff38_XL.jpg
IMP061,Mastercard fake apps,implementation,nlg,Keep your backyard safe,SAFEBACK,,,,SAFEBACK,,,,,,,,,,,,,,,,,,,
IMP091,Casper Dreamery and Stores,implementation,aec,Simple and beautiful showrooms,SIMPSHOW,,,,SIMPSHOW,,,,,,https://dreamerybycasper.com/,"https://www.adweek.com/brand-marketing/casper-debuts-the-dreamery-in-nyc-a-lounge-where-you-can-pay-to-take-a-nap/,https://www.cnbc.com/2018/02/27/casper-just-opened-its-first-mattress-store-heres-what-it-looks-like.html",,,,,,,,,,,,
IMP171,Instagram’s Long-Awaited Checkout Feature Is Finally Here,implementation,jgp,Social Network Commerce,SOCICOMM,,,,SOCICOMM,,,/main/img/oldtechimg/grabgo.jpg,/main/img/oldtechimg/grabgo.jpg,,https://www.adweek.com/digital/instagrams-long-awaited-checkout-feature-is-finally-here/,,,,,,,,,,,,,/oldtechimg//main/img/oldtechimg/grabgo.jpg.jpg
IMP098,"Booking.com ""Booked twice in the past 6 hours""",implementation,jgp,Temporary Exclusive Campaigns,TEMPCAMP,,,,TEMPCAMP,,,,,,https://www.booking.com/searchresults.html?aid=397594;label=gog235jc-1DCAEoggI46AdIH1gDaLsBiAEBmAEfuAEXyAEM2AED6AEB-AECiAIBqAID;sid=17c8ff66a97e2cdeb05450afd5a105c1;dest_id=-2140479;dest_type=city;highlighted_hotels=497786;nflt=ht_id%3D214%3Bht_id%3D219%3Bht_id%3D213%3Bht_id%3D229%3Bht_id%3D216%3Bht_id%3D209%3Bht_id%3D223%3Bht_id%3D212%3Bht_id%3D227%3Bht_id%3D215%3Bht_id%3D201%3Bht_id%3D208%3Bht_id%3D230%3Bht_id%3D232%3Bht_id%3D210%3Bht_id%3D220%3Bht_id%3D222%3Bht_id%3D224%3Bht_id%3D228;bhc_from_index=1;bhc_from_index=1,,,,,,,,,,,,,
IMP099,FOMO Factory,implementation,jgp,Temporary Exclusive Campaigns,TEMPCAMP,,,,TEMPCAMP,,,,,,https://www.thefomofactory.com/,,,,,,,,,,,,,
IMP142,Carrefour Fruit Traceability,implementation,aec,Traceability applications,TRACEABI,,,,TRACEABI,,,https://www.carrefour.it/-/media/Immagini/Corporate/rassegna-stampa/2019/blockchain.ashx,https://www.carrefour.it/-/media/Immagini/Corporate/rassegna-stampa/2019/blockchain.ashx,,,https://www.carrefour.it/Azienda/UfficioStampa/blockchain-filiera-agrumi,,,,,,,,,,,,https://www.carrefour.it/-/media/Immagini/Corporate/rassegna-stampa/2019/blockchain.ashx
IMP156,Cutting money transfer fees could unlock $15bn for developing countries,implementation,jgp,Virtual Card Acceptance,VIRTCARD,,,,VIRTCARD,,,,,,https://medium.com/world-economic-forum/cutting-money-transfer-fees-could-unlock-15bn-for-developing-countries-heres-how-985f606b6351,,,,,,,,,,,,,
IMP113,Eurowag VAT refund,implementation,nlg,Global Citizen Painkillers,VISIPAIN,,,,VISIPAIN,,,,,,https://www.eurowag.com/pt-pt/reembolsos-de-impostos/,,,,,,,,,,,,,
IMP153,Why sustainable products are a win-win for all of us,implementation,jgp,"Waste based products
Recycle 
Refill Packages/Reusable Packages
Alternative materials to plastic",WASTBASE,RECYCLES,REFIPACK,ALTEPLAS,"WASTBASE,RECYCLES,REFIPACK,ALTEPLAS",,,https://assets.weforum.org/article/image/large_bA2EXSv0z8rYCxBC9708YRtS-Sa9kpbFld1GK8XWBn0.jpg,https://assets.weforum.org/article/image/large_bA2EXSv0z8rYCxBC9708YRtS-Sa9kpbFld1GK8XWBn0.jpg,,https://www.weforum.org/agenda/2018/05/sustainable-products-good-for-the-world-or-expensive-hype/,,,,,,,,,,,,,https://assets.weforum.org/article/image/large_bA2EXSv0z8rYCxBC9708YRtS-Sa9kpbFld1GK8XWBn0.jpg
IMP138,"Thank you, Lamont",implementation,jgp,,EMPLSTOR,,,,EMPLSTOR,,,,,,https://www.youtube.com/watch?v=CJub8XYmzt4,,,,,,,,,,,,,
IMP027,Pixar University,implementation,jgp,Continuous Employee Training,CONTTRAI,,,,CONTTRAI,,  Have you ever wondered how Pixar animators are able to stay current on animation trends despite working on one project over a long period of time with incre,https://lrmonline.com/file/2018/06/b6b.jpg,https://lrmonline.com/file/2018/06/b6b.jpg,https://www.youtube.com/watch?v=ngvKmKJLyD4,https://lrmonline.com/news/keeping-up-with-animation-trends-through-pixar-university/,https://www.forbes.com/sites/sallypercy/2018/11/09/time-for-a-new-relationship-between-learning-and-work/#1778589d1430,,,,,,,,,,,,https://lrmonline.com/file/2018/06/b6b.jpg
IMP122,Spirulina's Summer,implementation,jgp,Range of Functional Food,FUNCFOOD,,,,FUNCFOOD,,"""Queríamos procurar um produto que fosse mais saudável e em conjugação com uma marca de farinhas pedimos que ajustassem um produto feito à b...",https://wm.observador.pt/wm/obs/l/https%3A%2F%2Fbordalo.observador.pt%2F770x403%2Cq80%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2018%2F07%2F29100148%2F24573337_770x433_acf_cropped.jpg,https://wm.observador.pt/wm/obs/l/https%3A%2F%2Fbordalo.observador.pt%2F770x403%2Cq80%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2018%2F07%2F29100148%2F24573337_770x433_acf_cropped.jpg,,https://observador.pt/2018/07/29/bolas-de-berlim-de-spirulina-sao-novidade-nas-praias-algarvias-este-verao/,,,,,,,,,,,,,https://wm.observador.pt/wm/obs/l/https%3A%2F%2Fbordalo.observador.pt%2F770x403%2Cq80%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2018%2F07%2F29100148%2F24573337_770x433_acf_cropped.jpg
IMP164,Insights from the 2018 Deloitte Millennial Survey,implementation,jgp,Total work flexibility,WORKFLEX,,,,WORKFLEX,,"?For younger workers, the gap is widening between what responsible companies should achieve and what businesses' actual priorities are. The good news, according to the 2018 Deloitte Millennial Survey: Business leaders have an opportunity to turn things around—and win back millennials' loyalty.",https://www2.deloitte.com/content/dam/insights/us/articles/4665_2018-Millennial-survey/images/4556_banner.jpg/jcr:content/renditions/cq5dam.web.700.700.jpeg,https://www2.deloitte.com/content/dam/insights/us/articles/4665_2018-Millennial-survey/images/4556_banner.jpg/jcr:content/renditions/cq5dam.web.700.700.jpeg,,https://www2.deloitte.com/insights/us/en/topics/talent/deloitte-millennial-survey.html,,,,,,,,,,,,,https://www2.deloitte.com/content/dam/insights/us/articles/4665_2018-Millennial-survey/images/4556_banner.jpg/jcr:content/renditions/cq5dam.web.700.700.jpeg
IMP075,Cloudflare 1.1.1.1,implementation,aec,Prevention and Reactive Transparency,PREVPROT,,,,PREVPROT,,1.1.1.1 is a public DNS resolver that provides a fast and private way to browse the Internet.,https://www.cloudflare.com/img/learning/og-images/security-pattern.png,https://www.cloudflare.com/img/learning/og-images/security-pattern.png,https://www.youtube.com/watch?v=itimk-h19OA,https://www.cloudflare.com/learning/dns/what-is-1.1.1.1/,,,,,,,,,,,,,https://www.cloudflare.com/img/learning/og-images/security-pattern.png
IMP100,FÖMO,implementation,jgp,Temporary Exclusive Campaigns,TEMPCAMP,,,,TEMPCAMP,,"18 October is the official opening date for FOMO Store, a unique lifestyle pop-up concept in Molndal Galleria, Gothenburg's newest shopping centre.",/uploads/europe/post_cover_images/65770/cover-65770.jpg,/uploads/europe/post_cover_images/65770/cover-65770.jpg,,http://europe-re.com/fmo-pop-up-concept-store-opening-in-gothenburg-se/65770,,,,,,,,,,,,,/oldtechimg//uploads/europe/post_cover_images/65770/cover-65770.jpg.jpg
IMP058,Apy Ball,implementation,nlg,Healthier Versions of Indulgences,HEALINDU,,,,HEALINDU,,"A apyball é uma linha jovem e moderna de snacks saudáveis simples, autênticos e conscientes.  Feitas a partir de ingredientes crus, naturais e biológicos, isentos de glúten, sem açúcar refinado e sem lactose. Pertencemos a uma nova geração que luta por um futuro sustentável, saudável e ecológico. ",,,,https://www.apyball.com/,,,,,,,,,,,,,
IMP103,Fashion Revolution's Fashion Transparency Index,implementation,nlg,Transparency watchdogs,TRANWATC,,,,TRANWATC,,"A review of 150 of the biggest global fashion brands and retailers ranked according to how much they disclose about their social and environmental policies, practices and impact.",https://image.isu.pub/180425080229-1e9fc6b861115b0b7629568927b5dff3/jpg/page_1.jpg,https://image.isu.pub/180425080229-1e9fc6b861115b0b7629568927b5dff3/jpg/page_1.jpg,,https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2018?e=25766662/60458846,,,,,,,,,,,,,https://image.isu.pub/180425080229-1e9fc6b861115b0b7629568927b5dff3/jpg/page_1.jpg
IMP124,Steps generating energy,implementation,jgp,Auto-sustainable stores & companies,AUTOSUST,,,,AUTOSUST,,Abu Dhabi International Airport has officially announced the launch of an interactive walkway which converts the footsteps of travellers into off-grid electricity and data. ,,,,http://www.tradearabia.com/news/OGN_348371.html,,,,,,,,,,,,,
IMP074,Super Bowl Sad Robots,implementation,jgp,Praise humanity,PRAIHUMA,,,,PRAIHUMA,,"Antonis Kocheilas, Global Leader, Brand Strategy, provides insights on the ads featured during the 2019 Super Bowl, an event where some argue that the ads are as important as the game itself. ",https://www.ogilvy.com/uploads/O190215_EA_AK_SUPERBOWL%20AD%20REVIEW.png,https://www.ogilvy.com/uploads/O190215_EA_AK_SUPERBOWL%20AD%20REVIEW.png,,https://www.ogilvy.com/feed/playing-it-safe-advertising-in-super-bowl-liii/,,,,,,,,,,,,,https://www.ogilvy.com/uploads/O190215_EA_AK_SUPERBOWL%20AD%20REVIEW.png
IMP031,Roam CoLiving & CoWorking,implementation,nlg,Coworking spaces/communities,COWOSPAC,,,,COWOSPAC,,"Available in San Francisco, Tokyo, Bali, Miami and many more soon.",https://www.roam.co/images-og/home.jpg,https://www.roam.co/images-og/home.jpg,,https://www.roam.co/business,,,,,,,,,,,,,https://www.roam.co/images-og/home.jpg
IMP101,Japanese Government Sea Cucumber Traceability,implementation,aec,Traceability applications,TRACEABI,,,,TRACEABI,,Blockchain technology – is being picked up in Japan to verify the traceability of high-end sea cucumber.,https://divcomplatform.s3.amazonaws.com/www.seafoodsource.com/images/258a4443c09b0b7abc5a1297931c1bad.jpeg,https://divcomplatform.s3.amazonaws.com/www.seafoodsource.com/images/258a4443c09b0b7abc5a1297931c1bad.jpeg,,https://www.seafoodsource.com/news/environment-sustainability/blockchain-trialed-for-sea-cucumber-traceability-in-japan,https://indico.cern.ch/event/700917/contributions/2875971/attachments/1641213/2620966/180409FutureVisonofMiyazu.pdf,,,,,,,,,,,,https://divcomplatform.s3.amazonaws.com/www.seafoodsource.com/images/258a4443c09b0b7abc5a1297931c1bad.jpeg
IMP063,Brandless,implementation,jgp,Kill the noise,KILLNOIS,,,,KILLNOIS,,Brandless creates high-quality stuff at an incredible value. Get everything you need for the whole family and give back at the same time. Shop & save today.,https://brandless-marketing.imgix.net/social-sharing-shelf.jpg,https://brandless-marketing.imgix.net/social-sharing-shelf.jpg,,https://brandless.com/,,,,,,,,,,,,,https://brandless-marketing.imgix.net/social-sharing-shelf.jpg
IMP116,BurgerKing Alexa,implementation,aec,Voice Control,VOICCONT,,,,VOICCONT,,"Burger King is unveiling a horrible, genius, infuriating, hilarious, and maybe very poorly thought-out ad today that’s designed to intentionally set off Google Homes and Android phones.
The...",https://cdn.vox-cdn.com/thumbor/vWkGqlhwiRqIbNU1CKTt8SReaLU=/1x0:2054x1155/1600x900/cdn.vox-cdn.com/uploads/chorus_image/image/54213457/bk.0.png,https://cdn.vox-cdn.com/thumbor/vWkGqlhwiRqIbNU1CKTt8SReaLU=/1x0:2054x1155/1600x900/cdn.vox-cdn.com/uploads/chorus_image/image/54213457/bk.0.png,https://www.youtube.com/watch?v=n5lj63-nc5g,https://www.theverge.com/2017/4/12/15259400/burger-king-google-home-ad-wikipedia,,,,,,,,,,,,,https://cdn.vox-cdn.com/thumbor/vWkGqlhwiRqIbNU1CKTt8SReaLU=/1x0:2054x1155/1600x900/cdn.vox-cdn.com/uploads/chorus_image/image/54213457/bk.0.png
IMP056,Apis-Vita,implementation,jgp,Food Purpose Communication,FOODPURP,,,,FOODPURP,,"By adding antioxidants, co-enzymes Q10 and natural sweetener stevia, the company Apis-Vita transforms products such as vinegar and ketchup into innovative functional foods.",http://www.startup.si/img/Izdelki/Opis-produkta_foto-kolaz.jpg,http://www.startup.si/img/Izdelki/Opis-produkta_foto-kolaz.jpg,,https://www.startup.si/en-us/startup/151/vinegar-and-ketchup-as-innovative-functional-foods,,,,,,,,,,,,,http://www.startup.si/img/Izdelki/Opis-produkta_foto-kolaz.jpg
IMP029,Carrefour Corda Campus,implementation,aec,Corporate Oasis,CORPOASI,,,,CORPOASI,,Carrefour Drive opens a first pick-up point on a technology campus in Belgium,/sites/all/themes/carrefourcom/images/Carrefour_logo_158x197.jpg,/sites/all/themes/carrefourcom/images/Carrefour_logo_158x197.jpg,,http://www.carrefour.com/current-news/carrefour-drive-opens-a-first-pick-up-point-on-a-technology-campus-in-belgium,,,,,,,,,,,,,/oldtechimg//sites/all/themes/carrefourcom/images/Carrefour_logo_158x197.jpg.jpg
IMP114,Alipay's Sydney City Card,implementation,nlg,Global Citizen Painkillers,VISIPAIN,,,,VISIPAIN,,Chinese mobile payments company Alipay and Tourism Australia will pilot a new city service in Sydney to promote leading tourist and retail destinations to,https://which-50.com/wp-content/uploads/2018/01/P1020504.jpg,https://which-50.com/wp-content/uploads/2018/01/P1020504.jpg,,https://which-50.com/alipay-and-tourism-australia-trial-sydney-city-card-for-chinese-tourists/,,,,,,,,,,,,,https://which-50.com/wp-content/uploads/2018/01/P1020504.jpg
IMP035,Poulehouse egg that doesn't kill the hen,implementation,man,Cruelty free products,CRUEFREE,,,,CRUEFREE,,"Concept novateur et respectueux de toute forme de vie, Poulehouse propose le premier oeuf qui ne tue pas la poule avec un mode de production sans abattage.",,,,https://www.poulehouse.fr/,"https://www.lepopulaire.fr/limoges/insolite/environnement/2019/01/26/l-incroyable-succes-de-la-ferme-poulehouse-installee-en-limousin_13115632.html,https://www.poultryworld.net/Home/General/2018/6/European-companies-scoop-top-poultry-welfare-awards-300243E/",,,,,,,,,,,,
IMP118,SafeSpray,implementation,jgp,Alternative materials to plastic,ALTEPLAS,,,,ALTEPLAS,,"Desenvolvido por um grupo de investigação do Instituto Politécnico de Bragança, o SafeSpray quer substituir o plástico na conservação de alimentos. De origem natural e comestível, o produto foi premiado e já chamou a atenção de empresas.",https://imagens.publicocdn.com/imagens.aspx/1320823?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_P3.png,https://imagens.publicocdn.com/imagens.aspx/1320823?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_P3.png,,https://www.publico.pt/2019/01/11/p3/noticia/spray-portugues-quer-subsituir-o-plastico-na-conservacao-de-alimentos-1857507#gs.yzRGWbEh,,,,,,,,,,,,,https://imagens.publicocdn.com/imagens.aspx/1320823?tp=UH&db=IMAGENS&type=JPG&share=1&o=BarraFacebook_P3.png
IMP087,Daimler Aging Exhibition,implementation,aec,Empower and Raise awareness,EMPOAWAR,,,,EMPOAWAR,,EY ALTER - #eyalter - Du kannst dich mal kennenlernen. Die Mitmachausstellung im Gasometer auf dem EUREF-Campus Berlin Schöneberg. Eine Idee von Mercedes-Benz.,http://www.eyalter.com/wp-content/uploads/Ey-Alter00_04-2_3-1.jpg,http://www.eyalter.com/wp-content/uploads/Ey-Alter00_04-2_3-1.jpg,,http://www.eyalter.com/en/tunnel-decision/,"https://www.reuters.com/article/us-world-work-daimler/young-at-heart-mercedes-cultivates-its-aging-workforce-idUSKBN1JF0BW,https://media.daimler.com/marsMediaSite/en/instance/ko/Cooperation-between-young-and-experienced-employees-Mercedes-Benz-Cars-pushes-its-demography-initiative-in-production-ahead.xhtml?oid=40403713",,,,,,,,,,,,http://www.eyalter.com/wp-content/uploads/Ey-Alter00_04-2_3-1.jpg
IMP024,Panera Bread Food Interrupted,implementation,aec,Clean Label,CLEALABE,,,,CLEALABE,,"Food Interrupted, from Panera Bread, is a series about rethinking our food choices, and changing the industry from the inside out. ","https://static.wixstatic.com/media/164d1c_34da9fff090b4cb0b86ceaffd3006f1e%7Emv2.png/v1/fit/w_2500,h_1330,al_c/164d1c_34da9fff090b4cb0b86ceaffd3006f1e%7Emv2.png","https://static.wixstatic.com/media/164d1c_34da9fff090b4cb0b86ceaffd3006f1e%7Emv2.png/v1/fit/w_2500,h_1330,al_c/164d1c_34da9fff090b4cb0b86ceaffd3006f1e%7Emv2.png",,https://www.food-interrupted.com/,https://www.qsrmagazine.com/fast-casual/paneras-mission-transparency-goes-digital,,,,,,,,,,,,"https://static.wixstatic.com/media/164d1c_34da9fff090b4cb0b86ceaffd3006f1e%7Emv2.png/v1/fit/w_2500,h_1330,al_c/164d1c_34da9fff090b4cb0b86ceaffd3006f1e%7Emv2.png"
